cnp_codigo,cnp_glosa,cnp_descripcion,cnp_familia,iccs_elegido,iccs_glosa_elegida,confianza,justificacion,exclusiones_aplicadas
5005,Facilitación de facturas falsas,"Confeccionar, vender o facilitar, maliciosamente y a cualquier título, guías de despacho, facturas, notas de débito, notas de crédito o boletas, falsas, con o sin timbre del Servicio, con el objeto de cometer o posibilitar la comisión de los delitos del N° 4 del Art. 97 del Código Tributario.",DELITOS TRIBUTARIOS,7023,Actos de falsificación de documentos,alta,"El delito CNP se refiere a la fabricación o facilitación de documentos falsos como facturas, guías de despacho, etc., lo cual se alinea con la definición de 'Actos de falsificación de documentos' en el ICCS 7023. Este código incluye la falsificación de documentos, lo que coincide con el móvil del delito descrito. No hay exclusiones que descarten este código en relación con el delito CNP.",
5006,Falta al deber de informar,Sanciona al que no entregue la información al Servicio de manera oportuna y completa por causa imputable a las instituciones bancarias o financieras constituidas en Chile será sancionada con una multa equivalente a 1 unidad tributaria anual por cada una de las cuentas u operaciones respecto de las cuales se infrinja cualquiera de los deberes establecidos en este artículo. La entrega de información maliciosamente incompleta o falsa por parte de la institución bancaria o financiera local se sancionará con la multa establecida en el párrafo final del número 4° del artículo 97,DELITOS TRIBUTARIOS,701,Fraude,alta,"El delito CNP se relaciona con la falta de informar por parte de instituciones bancarias, lo que puede implicar fraude o engaño. El código ICCS 701 (Fraude) se ajusta al movil del delito, que es la obtención de beneficios o evasión de responsabilidades mediante medios engañosos. No se aplican exclusiones que descarten este código.",
5098,Otros delitos del Código Tributario,"Sanciona: Revelar, divulgar o utilizar para fines distintos a los señalados en la ley la información financiera reservada a la que el SII a tenido acceso (abonos ).El que habiendo tomado conocimiento del inicio de un procedimiento administrativo o judicial tendiente a la determinación o liquidación del impuesto o el cobro judicial de obligaciones tributarias, ejecute actos o contratos que disminuyan su activo o aumenten su pasivo sin otra justificación económica o jurídica que la de perjudicar a la administración tributaria o frustrar total o parcialmente el cumplimiento de sus obligaciones tributarias.",DELITOS TRIBUTARIOS,8041,Actos contrarios a las disposiciones relativas a los ingresos públicos,alta,"El delito CNP 5098 se relaciona con actos que perjudican a la administración tributaria, lo que se alinea con el código ICCS 8041, que abarca actos contrarios a disposiciones relativas a los ingresos públicos. La sección ICCS correspondiente (Actos contra el orden público, la autoridad y las disposiciones del Estado) es compatible con el marco del delito. Además, las exclusiones de 8041 no descartan el delito CNP, ya que este no se relaciona con fraude, engaño o corrupción, que son excluidos en otras categorías.",aplicar todas las exclusiones enumeradas en 0804
5099,Infracciones tributarias contempladas en otras leyes,Otros delitos tributarios contemplados en cualquier cuerpo legal que no sea el Código Tributario.,DELITOS TRIBUTARIOS,8041,Actos contrarios a las disposiciones relativas a los ingresos públicos,alta,"El delito CNP 5099 se refiere a infracciones tributarias contempladas en otras leyes, lo que se alinea con la descripción de 8041, que abarca actos contrarios a disposiciones relativas a los ingresos públicos. La sección ICCS correspondiente (Actos contra el orden público, la autoridad y las disposiciones del Estado) es compatible con el marco legal del delito. Además, las inclusiones de 8041 mencionan delitos en materia de tributación, lo que refuerza la coincidencia.","Fraude fiscal y fraude a la seguridad social y otros actos que conllevan fraude, engaño o corrupción (07); tráfico ilícito de migrantes (0805); aplicar todas las exclusiones enumeradas en 0804"
6001,Calumnias a través de medios de difusión (acción privada),,CONTRA LAS PERSONAS,209,Difamación o insulto,alta,"El delito CNP corresponde a calumnias a través de medios de difusión, lo cual se alinea con la definición de difamación o insulto en el ICCS 209. La glosa y la descripción coinciden en la intención de dañar la reputación o la dignidad de una persona. No se aplican exclusiones que descarten este código.",
6002,Injuria a través de medios de difusión (acción privada),,CONTRA LAS PERSONAS,209,Difamación o insulto,alta,"El delito CNP se describe como injuria a través de medios de difusión, lo que se alinea con la definición de difamación o insulto en el ICCS 209. La glosa y la descripción coinciden en que se trata de una acción intencional que daña la reputación o el respeto de otra persona. No hay exclusiones que descarten este delito en el contexto del ICCS 209.",
6099,Otros delitos Ley 16.643 sobre abusos de publicidad,,CONTRA LAS PERSONAS,60219,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos",alta,"El delito CNP 6099 se refiere a otros delitos Ley 16.643 sobre abusos de publicidad, lo cual incluye promoción o publicidad ilícita de productos alcohólicos. El código ICCS 60219 corresponde a otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos, lo que se alinea directamente con la descripción del delito nacional. Las inclusiones de 60219 mencionan promoción ilícita de productos alcohólicos, lo cual coincide con el delito CNP.",
7001,Elaboración ilegal de drogas o sustancias sicotrópicas,"Castiga a quienes elaboren, fabriquen, transformen, preparen o extraigan sustancias o drogas estupefacientes o sicotrópicas productoras de dependencia física o síquica, capaces de provocar graves efectos tóxicos o daños considerables a la salud.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60122,Fabricación ilícita de drogas sujetas a fiscalización no destinadas al consumo personal,alta,"El delito CNP se refiere a la elaboración ilegal de drogas, lo que coincide con la glosa de 60122 que menciona 'fabricación ilícita de drogas sujetas a fiscalización no destinadas al consumo personal'. Además, la nota 98 define las drogas sujetas a fiscalización como estupefacientes y sustancias sicotrópicas, lo cual se alinea con la descripción del delito CNP. No hay exclusiones que descarten este código para el delito descrito.",
7006,Cultivo/cosecha de especies vegetales productoras de estupefacientes,"Sembrar, plantar, cultivar o cosechar sin autorización especies vegetales del género cannabis u otras que sirven para la elaboración de droga. Asimismo, sanciona a quien falsifique o maliciosamente haga uso de recetas falsas para justificar el cultivo de especies vegetales del género cannabis.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60123,Cultivo ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,alta,"El delito CNP se refiere al cultivo ilícito de especies vegetales del género cannabis, lo cual se alinea con la glosa de 60123 que describe el cultivo ilícito de drogas sujetas a fiscalización no destinadas al consumo personal. La exclusión de 60123 menciona que no aplica para el cultivo para consumo personal, lo cual es compatible con el delito CNP, ya que el cultivo se realiza sin autorización y no se menciona un uso personal.",Cultivo o producción ilícitos de drogas sujetas a fiscalización para consumo personal (060112)
7007,Tráfico ilícito de drogas,"Sin autorización importar, exportar, transportar, adquirir, transferir, sustraer, poseer, suministrar o guardar sustancias o drogas estupefacientes o sicotrópicas productoras de dependencia física o síquica, capaces de provocar graves efectos tóxicos o daños considerables a la salud  o materias primas que sirvan de base para obtenerlas.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,6012,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",alta,"El delito CNP se refiere al tráfico ilícito de drogas, lo cual se alinea con la glosa de 6012 que abarca el tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal. Las exclusiones mencionadas en 6012 no descartan el delito CNP, mientras que las inclusiones lo abarcan adecuadamente.",
7012,Receta innecesaria de drogas,,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60121,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,alta,"El delito CNP (receta innecesaria de drogas) se relaciona con la oferta o distribución ilícita de drogas sujetas a fiscalización, lo cual coincide con la glosa de 60121. Además, la sección ICCS y las notas son compatibles con el marco legal del delito. No se aplican exclusiones que descarten este código.",
7013,Lavado de dinero,,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60121,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,alta,"El delito CNP 7013 (Lavado de dinero) se relaciona con el tráfico ilícito de drogas sujetas a fiscalización, lo cual coincide con la glosa y la descripción del código ICCS 60121. Además, el código 60121 no excluye el lavado de dinero, mientras que otros candidatos como 6012 o 601 incluyen exclusiones que no aplican al delito en cuestión.",aplicar todas las exclusiones enumeradas en 06012
7014,Asociaciones ilícitas Ley de Drogas,Organizarse o agruparse con el objeto de cometer alguno de los delitos que contempla esta Ley.,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60121,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,alta,"El delito CNP se refiere a la organización para cometer delitos de tráfico de drogas, lo cual se alinea con el ICCS 60121 que describe el tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal. No hay exclusiones que descarten este código para el delito descrito.",
7030,Desvío ilícito de precursores y sustancias esenciales Art. 3 Ley 20.000,,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60124,Desviación ilícita de precursores no destinados al consumo personal,alta,"El delito CNP se refiere a la desviación ilícita de precursores, lo cual coincide directamente con la glosa de 60124. La sección ICCS y las notas son compatibles, y no se aplican exclusiones que descarten este código. El movil del delito es la desviación de precursores, lo que se alinea con la definición de 60124.",
7031,Producción y tráfico por desvío de precursores,"Castiga la producción, fabricación, elaboración, distribución, transporte, comercialización, importación, exportación, posesión o tenencia de precursores o sustancias químicas esenciales, esto es, aquellos elementos que son necesarios para la producción de drogas, con el objetivo de ser utilizados para perpetrar hechos considerados delitos por esta misma Ley",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60124,Desviación ilícita de precursores no destinados al consumo personal,alta,"El delito CNP se refiere a la producción, tráfico y posesión de precursores con el objetivo de producir drogas, lo cual coincide con la definición de 'Desviación ilícita de precursores no destinados al consumo personal' en el ICCS 60124. Las exclusiones no descartan este delito, y la sección ICCS es compatible con el marco jurídico del delito.",
7032,Suministro indebido de drogas,"Quien, estando autorizado para suministrar las drogas o las materias primas que sirven para obtenerlas, lo hiciere en contravención a las disposiciones legales o reglamentarias pertinentes.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,6012,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",alta,"El delito CNP se refiere al suministro indebido de drogas por parte de alguien autorizado, lo cual se alinea con el tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal. La descripción del delito incluye la entrega o distribución, lo que se encuentra en la inclusión del código 6012. No se aplican exclusiones que descarten este código.",
7033,"Prescripción médica abusiva de drogas, estupefacientes o sicotrópicas","Castiga al médico, dentista, matrona o veterinario que recetare algunas de las sustancias señaladas en el artículo 1 de la Ley 20.000 sin necesidad médica o terapéutica.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,6019,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,alta,"El delito CNP se refiere a la prescripción médica abusiva de sustancias sujetas a fiscalización, lo cual se alinea con la descripción de 6019 que abarca manipulación, posesión o uso ilícitos de drogas o precursores sujetos a fiscalización. No se menciona en las exclusiones que descarten este delito, y la sección ICCS es compatible con el marco del delito.",
7034,Suministro de hidrocarburos aromáticos a menores,"Castiga al que suministre a menores de 18 años  productos que contengan solventes o gases inhalantes capaces de provocar daños a la salud o dependencia física o psíquica, tales como benceno, tolueno, u otras sustancias similares.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,11021,Delitos en razón de la condición de menor de edad,alta,"El delito CNP se centra en la suministración de sustancias a menores, lo cual se alinea con la definición de 11021, que abarca actos ilícitos cometidos por menores o por adultos en relación con menores. La sección ICCS es compatible y la exclusión de actos lesivos de naturaleza sexual no aplica en este caso.",
7035,Consumo de drogas (art. 41),,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60121,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,alta,"El delito CNP se refiere al consumo de drogas, que corresponde al movil de uso personal. El código ICCS 60121 abarca el tráfico ilícito de drogas no destinadas al consumo personal, lo cual incluye el consumo como parte de la descripción. Además, el código 60121 no excluye el consumo directo, mientras que otros candidatos como 60111 o 6011 se enfocan en posesión o uso para consumo personal, lo cual no se alinea con el movil del delito CNP. La sección ICCS y las notas son compatibles con el marco legal del delito.",
7036,Porte de drogas,,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60121,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,alta,"El delito CNP (Porte de drogas) se relaciona con el tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal, lo cual coincide directamente con la glosa de 60121. Además, las inclusiones de 60121 abarcan el porte y el tráfico de drogas, lo que se alinea con el delito nacional. No se aplican exclusiones que descarten este código.",
7037,Microtráfico (tráfico de pequeñas cantidades),"Castiga a quien sin autorización posea, transporte, guarde o porte consigo pequeñas cantidades de sustancias o drogas estupefacientes o sicotrópicas, productoras de dependencia física o síquica o de materias primas que sirven para obtenerlas.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60121,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,alta,"El delito CNP se refiere al microtráfico de sustancias estupefacientes o sicotrópicas, lo cual se alinea con la definición de 'Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal' en el código ICCS 60121. La sección ICCS corresponde al marco legal de drogas sujetas a fiscalización, lo que es compatible. No se aplican exclusiones que descarten este código.",
7038,Consumo o porte en lugares públicos o privados con previo concierto,"Castiga a quienes consumen alguna de las drogas o sustancias estupefacientes o sicotrópicas en lugares públicos o abiertos al público, tales como calles, caminos, plazas, teatros, cines, hoteles, cafés, restaurantes, bares, estadios, centros de baile o de música; o en establecimientos educacionales o de capacitación.",FALTAS TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,602,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",alta,"El delito CNP se refiere al consumo o porte en lugares públicos o privados con previo concierto de drogas o sustancias estupefacientes o sicotrópicas. El código ICCS 602 abarca manipulación, posesión o uso ilícitos de productos alcohólicos, productos de tabaco u otras sustancias sujetas a fiscalización para consumo personal y no personal, lo cual se alinea con el movil del delito. Además, las exclusiones de 602 aplican a infracciones relacionadas con el consumo o venta a menores, lo cual no afecta al delito descrito.",
7039,Consumo o porte de drogas en lugares calificados,"Castiga a quienes consumen alguna de las drogas o sustancias estupefacientes o sicotrópicas en un lugar de detención, recinto militar o policial por personas ajenas a él o en un establecimiento educacional o de salud por quienes se desempeñan como docentes o trabajadores.",FALTAS TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,6011,"Posesión, adquisición, utilización, cultivo o producción ilícitos de drogas sujetas a fiscalización para consumo personal",alta,"El delito CNP se refiere al consumo o porte de drogas en lugares específicos, lo cual se alinea con la posesión, adquisición o uso ilícitos de drogas sujetas a fiscalización para consumo personal, descrito en el código 6011. No se menciona tráfico ni producción, lo que descarta 6012 y 60121. Las exclusiones de 6011 no aplican al delito descrito.",
7042,Facilitación de bienes al tráfico de drogas,"Propietario, poseedor, o administrador a cualquier título de bienes raíces o muebles que, aun sin concierto previo, los facilite a otro a sabiendas de que serán destinados a la comisión de alguno de los delitos contemplados en los artículos 1º, 2º, 3º u 8º.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60121,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,alta,"El delito CNP se refiere a la facilitación de bienes para el tráfico de drogas, lo cual se alinea con la descripción de 60121 que abarca la oferta, distribución, transporte y facilitación de drogas sujetas a fiscalización. No se menciona explícitamente la producción o cultivo, lo que descarta 6012. Las exclusiones de 60121 no aplican al delito CNP, ya que no se trata de importación/exportación ni aduanera.",
7043,Tolerancia al tráfico o consumo de drogas,"Quien se encuentre, a cargo de un establecimiento de comercio, cine, hotel, restaurante, bar, centro de baile o música, recinto deportivo, establecimiento educacional de cualquier nivel, u otros abiertos al público, y tolere o permita el tráfico o consumo de alguna de las sustancias mencionadas en el artículo 1º.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,6012,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",alta,"El delito CNP se centra en la tolerancia al tráfico o consumo de drogas en establecimientos abiertos al público, lo cual se alinea con el tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal, descrito en el código 6012. No se aplican exclusiones que descarten este delito.",
7044,Tráfico de especies vegetales,"Sanciona a quien desvíe o destine al tráfico ilícito alguna de las especies vegetales siembras, plantaciones, cultivos o cosechas a que se refiere el artículo 9° de la 20.000.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,1003,Comercio o posesión de especies protegidas o prohibidas de la fauna y la flora,alta,"El delito CNP se refiere al tráfico ilícito de especies vegetales, lo cual se alinea con la descripción de 1003 que abarca el comercio o posesión ilícitos de especies protegidas o prohibidas de fauna y flora silvestres. Las exclusiones de 1003 no aplican al delito descrito, ya que no se mencionan actividades como hurto de mascotas o delitos relacionados con el tratamiento de animales.",
7045,Omisión de denunciar por funcionario público,Castiga al funcionario público que tome conocimiento de alguno de los delitos de la Ley 20.000 y omita denunciarlo.,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,703,Corrupción,alta,"El delito CNP 7045 se relaciona con la omisión de denunciar por parte de un funcionario público, lo cual se enmarca en actos de corrupción o fraude. El código ICCS 703 abarca actos de corrupción, incluyendo sobornos activos y pasivos de funcionarios públicos, lo cual es compatible con el móvil del delito descrito. No se aplican exclusiones que descarten este código.",
7046,Delitos cometidos por personal militar y gente de mar,Castiga los delitos cometidos por personal militar y gente de mar que porten o consuman drogas.,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60121,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,alta,"El delito CNP se refiere al tráfico de drogas cometido por personal militar y gente de mar, lo cual se alinea con la descripción de 60121 que abarca el tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal. No hay exclusiones que descarten este delito en el contexto del CNP.",
7047,Conspiración de Ley 20.000,Castiga la conspiración para cometer los delitos contemplados en Ley 20.000.,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,8064,Conspiración,alta,"El delito CNP 7047 se refiere a la conspiración para cometer delitos contemplados en la Ley 20.000, lo cual se alinea con la definición de conspiración en el ICCS 8064, que incluye confabularse, asociarse o planificar con otras personas para cometer un delito. No se aplican exclusiones que descarten este delito, ya que la conspiración en este caso no se relaciona con asesinato, aborto ilegal o actos contra el Estado, que son las exclusiones mencionadas.",
7048,"Negativa injustificada de notarios, conservadores y archiveros a entregar copia de instrumentos y datos","Sanciona la negativa injustificada de notarios, conservadores y archiveros de entregar al Ministerio Público, en forma expedita y rápida, los informes, documentos, copias de instrumentos y datos que se les soliciten",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,NINGUNO,,alta,"El delito CNP 7048 no se ajusta a ninguna de las categorías ICCS proporcionadas. No hay coincidencia en el móvil del delito ni en la descripción. Las exclusiones de los candidatos no aplican al delito CNP, pero tampoco se encuentra una categoría que lo represente adecuadamente.",
7049,Difusión de identidad de testigos protegidos,"Infracción a la prohibición de revelar, en cualquier forma, la identidad de testigos o peritos protegidos, o los antecedentes que conduzcan a su identificación.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,8061,Obstrucción de la justicia,alta,"El delito CNP (7049) se refiere a la difusión de identidad de testigos protegidos, lo cual se enmarca en la obstrucción de la justicia, ya que se trata de un acto que impide el funcionamiento adecuado del sistema judicial. El código ICCS 8061 abarca actos que obstaculizan procedimientos de justicia, incluyendo la difusión de información que pueda identificar a testigos protegidos. No se aplican exclusiones que descarten este código.",
7050,Uso malicioso de identidad anterior,"Sanciona a quienes habiendo cambiado de identidad, utilicen maliciosamente su identidad anterior.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,7019,Otros actos de fraude,alta,"El delito CNP se describe como el uso malicioso de identidad anterior, lo que se alinea con la definición de 'robo de identidad' incluida en la glosa de 7019. Además, la sección ICCS (Actos que conllevan fraude, engano o corrupción) es compatible con el móvil del delito, que es la suplantación de identidad. La inclusión de 'robo de identidad' en 7019 confirma su relevancia.","Transacciones financieras con el fin de encubrir, trasladar o disimular el producto del delito (07041); malversación o peculado (07032); enriquecimiento ilícito (07035); fraude fiscal (08041); aplicar todas las exclusiones enumeradas en 0701"
7051,"Violación de secreto parcial de la investigación y de la identidad de agentes encubiertos, agentes reveladores, etc.","Sanciona la violación del secreto de la investigación y de la identidad de los agentes encubiertos, agentes reveladores, informantes, testigos, peritos y, en general, de quienes hayan cooperado eficazmente en el procedimiento podrá disponer que determinadas actuaciones, registros o documentos sean mantenidos en secreto respecto de uno o más intervinientes.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,904,Actos contra la seguridad del Estado,alta,"El delito CNP 7051 se refiere a la violación del secreto de la investigación y la identidad de agentes encubiertos, lo que se alinea con la definición de 'revelación de secretos oficiales' incluida en la glosa de 904. Además, la sección ICCS de 904 (Actos contra la seguridad pública y la seguridad del Estado) corresponde al marco jurídico del delito, ya que la protección del secreto de la investigación es un aspecto de la seguridad del Estado. No hay exclusiones que descarten este código para el delito descrito.",
7052,Violación del secreto absoluto de la investigación,"Castiga al que de cualquier modo informe, difunda o divulgue información relativa a una investigación amparada por el secreto e, incluso, al hecho de estarse realizando ésta.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,601,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,alta,"El delito CNP 7052 se relaciona con la divulgación de información de una investigación, lo cual no se ajusta directamente a los actos de tráfico o producción de drogas. Sin embargo, la familia del delito en el CNP es 'TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS', lo que sugiere una conexión con el ámbito de las sustancias psicoactivas. El código ICCS 601 abarca actos ilícitos relacionados con drogas o precursores sujetos a fiscalización, lo cual incluye la manipulación, posesión o uso ilícito de estas sustancias. Aunque no se menciona explícitamente la divulgación de información, la sección ICCS y las notas son compatibles con el marco legal del delito CNP.",
7053,"Abandonar en lugar de fácil acceso plantas, semillas u otras","Sanciona quien, por imprudencia o negligencia culpable, abandonare en lugares de fácil acceso al público plantas, sus rastrojos, florescencias, semillas u otras partes activas, o no cumpliere con las obligaciones establecidas en el reglamento sobre cierro y destrucción de tales especies.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,1003,Comercio o posesión de especies protegidas o prohibidas de la fauna y la flora,alta,"El delito CNP se relaciona con la negligencia en el abandono de especies vegetales, lo que se alinea con la definición de 1003 como comercio o posesión ilícitos de especies protegidas o prohibidas. La sección ICCS 'Actos contra el entorno natural' es compatible con el marco del delito. No se aplican exclusiones que descarten este código.",
7054,Suministro de estupefacientes sin consentimiento,"Castiga al que sin el consentimiento de la persona afectada u obrando con violencia o intimidación, le administre a ésta  sustancias drogas estupefacientes o sicotrópicas productoras de dependencia física o síquica, capaces de provocar graves efectos tóxicos o daños considerables a la salud, sin la debida autorización.",TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60121,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,alta,"El delito CNP se enfoca en la administración de sustancias estupefacientes sin consentimiento, lo que se alinea con el tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal descrito en el código 60121. Este código incluye la entrega, distribución y tráfico de drogas, lo cual coincide con la acción del delito CNP. No se aplican exclusiones que descarten este código.",
7098,Otras faltas a la Ley 19.366,,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60121,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,alta,"El delito CNP se relaciona con el tráfico ilícito de sustancias sujetas a fiscalización, lo cual coincide con la definición de 60121. No se aplican exclusiones que descarten este código, y la sección ICCS es compatible con el marco del delito.",
7099,Otros delitos de la Ley 20.000,Sin descripción,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,60121,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,alta,"El delito CNP se clasifica bajo la familia del tráfico ilícito de estupefacientes y sustancias sicotrópicas, lo que se alinea directamente con el código ICCS 60121, que abarca el tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal. La descripción del delito CNP no proporciona detalles específicos, pero su familia y el movimiento del delito (tráfico) coinciden con la definición de 60121. No se aplican exclusiones que descarten este código.",
8001,Delitos contra Ley de Propiedad Industrial,,PROPIEDAD Y PRIVILEGIOS INDUSTRIALES,503,Delitos contra la propiedad intelectual,alta,"El delito CNP 8001 se refiere a delitos contra la Ley de Propiedad Industrial, que incluyen la violación del derecho de autor, patentes, marcas, etc. El código ICCS 503 corresponde a 'Delitos contra la propiedad intelectual', que se alinea directamente con la definición del delito CNP. Las exclusiones del código 503 no descartan el delito CNP, ya que este no se incluye en las exclusiones de 503.",
8002,Delitos marcarios,Utilización con ánimo de lucro de marcas comerciales de diversas formas.,PROPIEDAD Y PRIVILEGIOS INDUSTRIALES,503,Delitos contra la propiedad intelectual,alta,"El delito CNP (8002) se refiere a la utilización con ánimo de lucro de marcas comerciales, lo cual se alinea con la definición de 'Delitos contra la propiedad intelectual' en el ICCS 503. La descripción del ICCS 503 incluye la utilización ilegal de marcas comerciales, lo que coincide con el móvil del delito CNP. Además, el ICCS 7022, que se refiere a productos falsificados, excluye expresamente el delito contra la propiedad intelectual, lo que descarta su aplicación.",Delitos contra la propiedad intelectual (0503)
8003,Demás delitos contra Ley de Propiedad Industrial,"Se incluyen los delitos referidos a las patentes de invención (Art. 52); los modelos de utilidad (Art. 61), dibujos o diseños industriales (Art. 67), esquemas de trazado o topografías de circuitos integrados (Art. 85), indicaciones geográficas o denominaciones de origen (Art. 105). y otros",PROPIEDAD Y PRIVILEGIOS INDUSTRIALES,503,Delitos contra la propiedad intelectual,alta,"El delito CNP 8003 se refiere a delitos contra la Ley de Propiedad Industrial, que incluyen patentes, modelos de utilidad, diseños industriales, etc. El ICCS 503 corresponde a delitos contra la propiedad intelectual, que abarca patentes, marcas y otros derechos de propiedad intelectual, lo cual es compatible con el móvil del delito descrito. No hay exclusiones que descarten este código para el delito en cuestión.",
9001,Delitos contra Ley de Propiedad Intelectual,,PROPIEDAD INTELECTUAL,503,Delitos contra la propiedad intelectual,alta,"El delito CNP 9001 corresponde a delitos contra la ley de propiedad intelectual, lo que se alinea directamente con la glosa del ICCS 503: 'Delitos contra la propiedad intelectual'. Las inclusiones del ICCS 503 mencionan explícitamente 'violaciones del derecho de autor', 'apropiación ilícita de derechos de autor' y 'piratería de programas informáticos', que coinciden con la naturaleza del delito descrito. Además, el ICCS 503 se encuentra en la sección 'Actos contra la propiedad solamente', que es compatible con el marco jurídico del delito CNP.","Hurto de propiedad intelectual (0503) está excluido en el ICCS 502, lo que descarta su aplicación."
