cnp_codigo,cnp_glosa,iccs_elegido,iccs_glosa_elegida,confianza
22700,Infracciones Ley 21.063 que crea un seguro para el acompañamiento de niños y niñas que padezcan ciertas enfermedades,1102,Actos contrarios a las leyes u otras disposiciones sobre menores,alta
22800,Infracciones a la Ley 21.075 sobre el mal uso de aguas grises,10012,Actos que causan la contaminación o degradación del agua,alta
22900,Infracciones a la Ley 21.086 que perfecciona los beneficios otorgados a bomberos,701,Fraude,alta
23000,Infracciones a la Ley de Educación Superior,8049,Otros actos contra la administración pública o contra disposiciones regulatorias,alta
23100,Infracciones a la Ley sobre Protección al Consumidor,1102,Actos contrarios a las leyes u otras disposiciones sobre menores,alta
23200,Infracciones a la Ley 19.132 sobre TVN,1102,Actos contrarios a las leyes u otras disposiciones sobre menores,alta
23300,Infracciones a la Ley 18.287 sobre Juzgado de Policía Local,8062,Incumplimiento de órdenes judiciales,alta
23400,Infracciones a la Ley 19.220 sobre establecimiento de bolsas de productos agropecuarios,602,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",alta
23500,Infracciones a la Ley de Identidad de Género,210,Discriminación,alta
23600,Financiamiento ilegal de candidaturas o de partidos políticos,8079,Otros actos relacionados con las elecciones democráticas,alta
23601,Mal uso de fondos fiscales para financiamiento de partido político,807,Actos relacionados con las elecciones democráticas,alta
23602,Rendición falsa de cuenta electoral,8079,Otros actos relacionados con las elecciones democráticas,alta
23700,Infracciones a la Ley de portabilidad financiera,7023,Actos de falsificación de documentos,alta
23725,Percepción ilegal de pensión garantizada universal,7019,Otros actos de fraude,alta
23750,Revelación del secreto del sistema de búsqueda de personas desaparecidas,904,Actos contra la seguridad del Estado,alta
23775,"Sustracción, ruptura de redes, comercialización de especies de cultivo",10032,Comercio o posesión de especies animales prohibidas o controladas,alta
23785,Homicidio a funcionario de las Fuerzas Armadas en desempeño de funciones de resguardo de la seguridad pública,908,Otros actos contra la seguridad pública y la seguridad del Estado,alta
23786,Maltrato de obra a funcionario de las Fuerzas Armadas en desempeño de funciones de resguardo de la seguridad pública,908,Otros actos contra la seguridad pública y la seguridad del Estado,alta
23787,Delitos contra la administración ambiental,1001,Actos que causan contaminación o degradación del medio ambiente,alta
23788,Elaboración de alcoholes no etílicos destinados a bebida,6021,"Producción, manipulación, posesión o uso ilícitos de productos alcohólicos",alta
23789,Contravención a medidas de la Ley de Elaboración de Alcoholes,6021,"Producción, manipulación, posesión o uso ilícitos de productos alcohólicos",alta
23790,Otorgamiento de certificados respecto de alcoholes tóxicos,6021,"Producción, manipulación, posesión o uso ilícitos de productos alcohólicos",alta
23800,Obtención fraudulenta beneficios Covid-19,701,Fraude,alta
23801,Obtención simulada o engañosa de beneficios de protección de la clase media,701,Fraude,alta
23802,Obtención fraudulenta de beneficios tributarios Covid-19,701,Fraude,alta
23803,Obtención fraudulenta de beneficios tributarios o bonos Covid-19 para PYMES,701,Fraude,alta
23804,Percepción indebida subsidio Covid-19 agua o electricidad,7032,Malversación o peculado,alta
23900,Infracciones a la Ley Orgánica Constitucional sobre Sistemas de Inscripciones Electorales y Servicio Electoral,807,Actos relacionados con las elecciones democráticas,alta
24000,Entrega de información falsa o incompleta sobre el cumplimiento de planes de pago,701,Fraude,alta
24001,Administración maliciosa Institución de Salud Previsional,804,Actos contrarios a las disposiciones relativas a los ingresos públicos u otras disposiciones regulatorias,alta
24050,Infracciones al programa de garantías de apoyo al endeudamiento,8042,Actos contrarios a disposiciones comerciales o financieras,alta
30000,Delitos del art. undécimo Ley 20.416 que fija normas especiales para las empresas de menor tamaño,701,Fraude,alta
30100,Delitos de la Ley 20.345,8042,Actos contrarios a disposiciones comerciales o financieras,alta
99997,Faltas al régimen penitenciario,806,Actos contra el sistema de justicia,alta
