"codigo_iccs","glosa_iccs","descripcion","inclusiones","exclusiones","notas"
"80329","Otros actos relacionados con expresiones de creencias y normas sociales controladas","Actos tendientes al control de la expresión no descritos ni clasificados en las categorías 080321 y 080322. - Libertad de expresión, tal como se define en la nota 110.","Propagación, promoción o divulgación de opiniones o materiales políticos controlados","Aplicar todas las exclusiones enumeradas en 08032","110 La libertad de expresión incluye, como mínimo, el derecho de todo individuo de no ser molestado a causa de sus opiniones, el de investigar y recibir informaciones y opiniones, y el de difundirlas, sin limitación de fronteras, por cualquier medio de expresión."
"8039","Otros actos relacionados con la libertad de expresión o el control de la expresión","Actos relacionados con la libertad de expresión o el control de la expresión no descritos ni clasificados en las categorías 08031 y 08032. - Libertad de expresión, tal como se define en la nota 110.","","",""
"804","Actos contrarios a las disposiciones relativas a los ingresos públicos u otras disposiciones regulatorias","Actos contra disposiciones relativas a los ingresos públicos y actos relacionados con comportamientos regulados o prohibidos por motivos morales o políticos.","Evasión de impuestos; delitos de personas jurídicas; juego ilegal; aplicar todas las inclusiones enumeradas en 08041 a 08049","Lesiones corporales o posibilidad de infligir lesiones corporales debido al comportamiento negligente, irresponsable o descuidado de una persona (0206); lesiones corporales o posibilidad de infligir lesiones corporales provocadas por el comportamiento peligroso de una persona (0207); actos que conllevan fraude, engaño o corrupción (07); tráfico ilícito de bienes culturales (07042)",""
"8041","Actos contrarios a las disposiciones relativas a los ingresos públicos","Actos contrarios a las disposiciones aduaneras, de tributación y otras disposiciones relativas a los ingresos públicos.","Delitos en materia de aranceles, tributación, derechos e ingresos","Fraude fiscal y fraude a la seguridad social y otros actos que conllevan fraude, engaño o corrupción (07); tráfico ilícito de migrantes (0805); aplicar todas las exclusiones enumeradas en 0804",""
"8042","Actos contrarios a disposiciones comerciales o financieras","Actos contrarios a disposiciones comerciales, industriales o financieras.","Delitos empresariales con inclusión de los relacionados con la competencia o la insolvencia; insolvencia fraudulenta; comercio, designaciones comerciales o delitos de importación o exportación; actos contrarios a reglamentos, restricciones o embargos comerciales; delitos relacionados con inversiones o acciones (que no equivalen a fraude); usura","Delitos contra la propiedad intelectual (0503); actos que conllevan fraude, engaño o corrupción (07); actos contra la salud y la seguridad (0902); actos contra el entorno natural (10); aplicar todas las exclusiones enumeradas en 0804",""
"8043","Actos contrarios a las disposiciones sobre apuestas","Actos contrarios a las disposiciones sobre las apuestas y el juego.","Delitos relacionados con las apuestas y el juego","Aplicar todas las exclusiones enumeradas en 0804",""
"8044","Contrabando de bienes","Actos consistentes en fraude aduanero y traslado de bienes por una aduana fronteriza de cualquier manera clandestina.","Contrabando de bienes, tráfico ilícito de bienes de contrabando","Delitos de importación o exportación (08042); falsificación de mercancías y productos (07022); aplicar todas las exclusiones enumeradas en 0804","111 Por contrabando de bienes se entienden los actos relacionados con el fraude aduanero y el traslado de bienes por una aduana fronteriza de cualquier manera clandestina."
"8045","Manipulación del mercado o utilización indebida de información privilegiada","Manipulación ilícita del mercado o utilización indebida de información privilegiada. - Manipulación del mercado, tal como se define en la nota 112. - Utilización indebida de información privilegiada, tal como se define en la nota 112.","Compraventa de productos financieros sobre la base de información confidencial (utilización de información privilegiada), divulgación indebida de información relacionada con el mercado, utilización indebida de información relacionada con el mercado, manipulación de operaciones de mercado, fijación de precios","Aplicar todas las exclusiones enumeradas en 0804","112 La manipulación del mercado se define como la realización de transacciones, la colocación de pedidos de compraventa de acciones o cualquier otro comportamiento que dé un indicio falso o engañoso en cuanto al suministro, la demanda o el precio de un instrumento financiero... La utilización indebida de información privilegiada se define como la posesión de información confidencial y su utilización para adquirir o vender, por cuenta propia o de terceros, directa o indirectamente, los instrumentos financieros a los que se refiere esa información."
"8049","Otros actos contra la administración pública o contra disposiciones regulatorias","Actos contra disposiciones relativas a los ingresos públicos y actos relacionados con comportamientos regulados o prohibidos por motivos morales o políticos que no estén descritos ni clasificados en las categorías 08041 a 08045.","Uso indebido del patrimonio cultural; daño o destrucción de monumentos culturales; otros actos contra la administración pública","Aplicar todas las exclusiones enumeradas en 0804",""
"805","Actos relacionados con la migración","Actos ilícitos relacionados con la migración.","Tráfico ilícito de migrantes; entrada ilegal en un Estado; empleo o alojamiento ilegal de ciudadanos extranjeros; fraude de inmigración; aplicar todas las inclusiones enumeradas en 08051 a 08059","Trata de personas (0204); adopción ilegal (020291); creación, fabricación, venta, traslado o posesión de visas, pasaportes u otros documentos alterados o falsificados necesarios para entrar en un Estado (07023)","113 La migración es el traslado de una persona o un grupo de personas, a través de una frontera internacional o dentro de un Estado."
"8051","Delitos de tráfico ilícito de migrantes","Facilitación de la entrada ilegal de una persona en un Estado Parte del cual dicha persona no sea nacional o residente permanente con el fin de obtener, directa o indirectamente, un beneficio financiero u otro beneficio de orden material.","Delitos de tráfico ilícito de migrantes; acogida de migrantes objeto de tráfico ilícito","Aplicar todas las exclusiones enumeradas en 0805","114 Oficina de las Naciones Unidas contra la Droga y el Delito. Protocolo contra el Tráfico Ilícito de Migrantes por Tierra, Mar y Aire, que complementa la Convención de las Naciones Unidas contra la Delincuencia Organizada Transnacional. 115 Por entrada ilegal se entiende el paso de fronteras sin haber cumplido los requisitos necesarios para entrar legalmente en el Estado receptor."
"8059","Otros actos ilícitos relacionados con la migración","Actos ilícitos relacionados con la migración no descritos ni clasificados en 08051. - Migración, tal como se define en la nota 113.","Entrada ilegal/cruce ilegal de fronteras; utilización de un documento falsificado para entrar en un Estado; empleo o alojamiento ilegal de ciudadanos extranjeros; organizar o facilitar la permanencia ilegal de ciudadanos extranjeros","Aplicar todas las exclusiones enumeradas en 0805","113 La migración es el traslado de una persona o un grupo de personas, a través de una frontera internacional o dentro de un Estado."
"806","Actos contra el sistema de justicia","Actos contrarios al funcionamiento del sistema de aplicación de la ley o el sistema de justicia.","Resistencia a la detención; violación de condiciones de la libertad bajo fianza; entorpecimiento de la justicia; perjurio; fuga; violación de orden judicial; incumplimiento de citación para formar parte de un jurado; desacato/insulto al tribunal; delito relacionado con la reglamentación penitenciaria; fingir la comisión de un delito/invención de pruebas; aplicar todas las inclusiones enumeradas en 08061 a 08069","Actos que causan la muerte (01); actos que equivalen a agresión o amenazas (0201)","116 El sistema de justicia es el sistema de aplicación de la ley que está vinculado directamente con la detención, el enjuiciamiento, la defensa, la condena y el castigo de presuntos delincuentes o personas halladas culpables de delitos."
"8061","Obstrucción de la justicia","Actos encaminados a obstruir, subvertir, falsear u obstaculizar procedimientos de justicia.","Entorpecimiento de la justicia; incomparecencia ante los tribunales o incumplimiento de citación para formar parte de un jurado; rendir testimonio falso/perjurio; destrucción, mutilación, invención o alteración de pruebas; impedir la comparecencia de un testigo, o amenazarlo o engañarlo, amenazar o intimidar a un magistrado o a funcionarios encargados de hacer cumplir la ley; fingir la comisión de un delito; omisión de denunciar un delito; facilitar información falsa; ayuda e incitación; intento de influir en un juicio imparcial","Aplicar todas las exclusiones enumeradas en 0806","117 Los procedimientos de justicia se refieren, como mínimo, a los procedimientos que facilitan el sistema de justicia."
"8062","Incumplimiento de órdenes judiciales","Actos encaminados a obstruir, subvertir u obstaculizar la ejecución eficaz de órdenes judiciales. - Sistema de justicia, tal como se define en la nota 116.","Resistencia a la detención; violación de condiciones de la libertad bajo fianza; fuga; evasión de la detención domiciliaria; violación de orden judicial; violación de libertad condicional; violación de libertad vigilada; violación de órdenes de detención por violencia doméstica u otras órdenes de alejamiento; violación de sanciones impuestas por el tribunal; retorno ilegal del destierro o exilio; desacato; delitos relacionados con la supervisión después de haber cumplido una pena de privación de libertad","Aplicar todas las exclusiones enumeradas en 0806","116 El sistema de justicia es el sistema de aplicación de la ley que está vinculado directamente con la detención, el enjuiciamiento, la defensa, la condena y el castigo de presuntos delincuentes o personas halladas culpables de delitos. 118 Las órdenes judiciales se refieren, como mínimo, a las órdenes estipuladas por el sistema de justicia."
"8063","Intención delictiva","Comportamiento que indica la intención de una persona de cometer un delito mediante la asociación con delincuentes o la posesión de medios u otros materiales con ese fin.","Intención delictiva; posesión ilícita de instrumentos utilizados en actos delictivos; posesión ilícita de medios de ocultamiento","Participación en las actividades de un grupo delictivo organizado (0905); aplicar todas las exclusiones enumeradas en 0806",""
"8064","Conspiración","Confabularse, asociarse o planificar con otras personas para cometer un delito.","Conspiración/planificación para cometer un delito; preparación","Conspiración para cometer asesinato (0101); conspiración para conseguir un aborto ilegal (0105); conspiración contra el Estado (0904); la conspiración para cometer un delito concreto también se registra con la etiqueta de conspiración; aplicar todas las exclusiones enumeradas en 0806",""
"8069","Otros actos contra el sistema de justicia","Actos contrarios al funcionamiento del sistema de aplicación de la ley o el sistema de justicia no descritos ni clasificados en las categorías 08061 a 08064.","Insulto al tribunal; insulto a funcionarios encargados de hacer cumplir la ley; delito relacionado con la reglamentación penitenciaria; instigación a delinquir","Aplicar todas las exclusiones enumeradas en 0806",""
"807","Actos relacionados con las elecciones democráticas","Actos relacionados con las elecciones democráticas.","Compra de votos; fraude electoral; violación de las leyes de financiación de campañas electorales; aplicar todas las inclusiones enumeradas en 08071 a 08079","","119 Las elecciones democráticas son un proceso formal de adopción de decisiones en el que una población elige a determinadas personas para que ocupen cargos públicos."
"8071","Actos encaminados a influir indebidamente en los votantes en elecciones","Actos encaminados a influir indebidamente en los votantes en elecciones mediante beneficios económicos o de otro tipo, o con amenazas.","Compra de votos; coacción del voto","Exigir un curso de acción determinado no relacionado con las elecciones democráticas mediante intimidación, amenazas de daño físico o de violencia (0205); un comportamiento, contacto o declaración comunicada por una persona con la intención de causar daño a otra persona (08071); obtención de dinero u otros beneficios o evasión de responsabilidades por medios engañosos o conducta deshonesta no relacionada con las elecciones democráticas (0701)",""
"8079","Otros actos relacionados con las elecciones democráticas","Actos relacionados con las elecciones democráticas no descritos ni clasificados en 08071. - Elecciones democráticas, tal como se definen en la nota 119.","Fraude electoral; violación de las leyes de financiación de campañas electorales; manipulación ilícita del proceso democrático durante períodos electorales","Obtención de dinero u otros beneficios o evasión de responsabilidades por medios engañosos o conducta deshonesta no relacionada con las elecciones democráticas (0701)","119 Las elecciones democráticas son un proceso formal de adopción de decisiones en el que una población elige a determinadas personas para que ocupen cargos públicos."
"808","Actos contrarios al derecho laboral","Actos delictivos contrarios al derecho laboral.","Delitos relacionados con el empleo o tipificados en el derecho laboral; delitos tipificados en el derecho industrial; delitos relacionados con el salario mínimo; trabajo infantil; traslado arbitrario del empleo y despido arbitrario; aplicar todas las inclusiones enumeradas en 08081 y 08082","Empleo ilegal de ciudadanos extranjeros (0805); negligencia (0206); mala praxis (02062); actos que ponen en peligro la salud y la seguridad (0902); discriminación en relación con el sueldo o el empleo (02010); trabajo forzoso (02032); trata de personas con fines de trabajo forzoso (02042)","120 El derecho laboral es un conjunto de normas promulgadas con el fin de proteger a los trabajadores y la seguridad del entorno laboral o determinados aspectos de las relaciones entre empleador y empleado."
"8081","Violaciones del derecho laboral colectivo","Actos delictivos contrarios al derecho laboral colectivo.","Actos contra la negociación colectiva; delitos sindicales","Aplicar todas las exclusiones enumeradas en 0808","121 El derecho laboral colectivo comprende normas en materia de negociación colectiva y sobre las organizaciones colectivas y sus relaciones entre sí y respecto del empleador y el empleado."
"8082","Violaciones del derecho laboral individual","Actos delictivos contrarios al derecho laboral individual.","Delitos relacionados con salarios y contratos; traslado arbitrario del empleo y despido arbitrario","Hostigamiento en el trabajo (02071); hostigamiento sexual (030122); aplicar todas las exclusiones enumeradas en 0808","122 El derecho laboral individual consiste en todo el acervo de normas vinculadas con la relación laboral individual existente entre el empleador y el empleado."
"809","Otros actos contra el orden público, la autoridad y las disposiciones del Estado","Actos contra el orden público, la autoridad y las disposiciones del Estado no descritos ni clasificados en las categorías 0801 a 0808.","Disposiciones penales relacionadas con el derecho de familia, incluida la concesión, recepción o solicitud ilícitas de una dote (excluidos los delitos violentos en el seno de la familia y los delitos de desatención de niños o abandono); insulto al soberano, el Estado, la nación o los símbolos del Estado; no declarar un parto a las autoridades; encontrar a un niño y no declararlo a las autoridades; sustitución de un niño por otro","Aplicar todas las exclusiones enumeradas en 0801 a 0808",""
