cnp_codigo,cnp_glosa,top1_codigo,top1_score,top1_glosa,top2_codigo,top2_score,top2_glosa,top3_codigo,top3_score,top3_glosa,top4_codigo,top4_score,top4_glosa,top5_codigo,top5_score,top5_glosa,top6_codigo,top6_score,top6_glosa,top7_codigo,top7_score,top7_glosa,top8_codigo,top8_score,top8_glosa,top9_codigo,top9_score,top9_glosa,top10_codigo,top10_score,top10_glosa
7043,Tolerancia al tráfico o consumo de drogas,60121,0.6144,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,602,0.5962,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",6012,0.5921,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60129,0.5831,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",601,0.5724,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60222,0.5501,"Producción, tráfico o distribución ilícitos de productos de tabaco",8051,0.5491,Delitos de tráfico ilícito de migrantes,60212,0.535,"Producción, tráfico o distribución ilícitos de productos alcohólicos",6011,0.535,"Posesión, adquisición, utilización, cultivo o producción ilícitos de drogas sujetas a fiscalización para consumo personal",6029,0.5286,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización"
7044,Tráfico de especies vegetales,6012,0.6025,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",1003,0.5841,Comercio o posesión de especies protegidas o prohibidas de la fauna y la flora,60129,0.5678,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60121,0.5659,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,10032,0.56,Comercio o posesión de especies animales prohibidas o controladas,10031,0.5538,Comercio o posesión de especies protegidas de fauna y flora silvestres,601,0.5507,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60123,0.5481,Cultivo ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,100311,0.5395,Comercio o posesión de especies protegidas dentro de las fronteras nacionales,100312,0.5374,Tráfico transfronterizo de especies protegidas
7045,Omisión de denunciar por funcionario público,60121,0.5161,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,601,0.5129,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60129,0.5054,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",11021,0.5016,Delitos en razón de la condición de menor de edad,104,0.4994,Suicidio asistido o incitación al suicidio,6012,0.4952,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",907,0.4834,Infracciones de tráfico no lesivas,602,0.4829,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",1102,0.4725,Actos contrarios a las leyes u otras disposiciones sobre menores,1032,0.4681,Homicidio culposo
7046,Delitos cometidos por personal militar y gente de mar,60121,0.5675,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,601,0.5517,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,602,0.5511,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",6012,0.5354,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60129,0.5208,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6011,0.5151,"Posesión, adquisición, utilización, cultivo o producción ilícitos de drogas sujetas a fiscalización para consumo personal",6029,0.5143,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60111,0.5117,"Posesión, adquisición o uso ilícitos de drogas sujetas a fiscalización para consumo personal",60122,0.5069,Fabricación ilícita de drogas sujetas a fiscalización no destinadas al consumo personal,20722,0.5068,Utilización de un vehículo bajo los efectos de drogas ilícitas
7047,Conspiración de Ley 20.000,601,0.566,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,602,0.5391,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60129,0.5171,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",104,0.5168,Suicidio asistido o incitación al suicidio,6012,0.5154,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60121,0.5133,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,8063,0.5063,Intención delictiva,1102,0.5028,Actos contrarios a las leyes u otras disposiciones sobre menores,60229,0.4868,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos de tabaco",6019,0.4854,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización
7048,"Negativa injustificada de notarios, conservadores y archiveros a entregar copia de instrumentos y datos",60121,0.5744,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,601,0.5605,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,602,0.5565,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",6012,0.5522,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60222,0.5411,"Producción, tráfico o distribución ilícitos de productos de tabaco",60129,0.5351,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",9032,0.5341,Injerencia ilícita en sistemas o datos informáticos,90322,0.5332,Injerencia ilícita en datos informáticos,60212,0.5234,"Producción, tráfico o distribución ilícitos de productos alcohólicos",704,0.5195,Actos relacionados con el producto del delito
7049,Difusión de identidad de testigos protegidos,601,0.5167,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,602,0.5111,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60121,0.5102,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,6012,0.4884,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",2021,0.4749,Secuestro de menores,60129,0.47,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",104,0.4644,Suicidio asistido o incitación al suicidio,60122,0.4602,Fabricación ilícita de drogas sujetas a fiscalización no destinadas al consumo personal,60124,0.457,Desviación ilícita de precursores no destinados al consumo personal,60123,0.4541,Cultivo ilícito de drogas sujetas a fiscalización no destinadas al consumo personal
7050,Uso malicioso de identidad anterior,601,0.5782,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,602,0.5457,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60124,0.5196,Desviación ilícita de precursores no destinados al consumo personal,60121,0.5185,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,6019,0.5162,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,6012,0.5157,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6022,0.497,"Producción, manipulación, posesión o uso ilícitos de productos de tabaco",60129,0.4969,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",8051,0.4858,Delitos de tráfico ilícito de migrantes,805,0.4812,Actos relacionados con la migración
7051,"Violación de secreto parcial de la investigación y de la identidad de agentes encubiertos, agentes reveladores, etc.",601,0.5253,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,602,0.5101,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",904,0.5028,Actos contra la seguridad del Estado,2021,0.5025,Secuestro de menores,704,0.498,Actos relacionados con el producto del delito,2022,0.4933,Privación de libertad,60129,0.4931,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6012,0.4917,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",9033,0.4915,Interceptación o acceso ilícitos a datos informáticos,8063,0.487,Intención delictiva
7052,Violación del secreto absoluto de la investigación,601,0.5554,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60121,0.5445,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,602,0.5368,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",6012,0.5271,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60129,0.5129,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60122,0.5091,Fabricación ilícita de drogas sujetas a fiscalización no destinadas al consumo personal,60222,0.4986,"Producción, tráfico o distribución ilícitos de productos de tabaco",6022,0.4913,"Producción, manipulación, posesión o uso ilícitos de productos de tabaco",704,0.4901,Actos relacionados con el producto del delito,6011,0.4777,"Posesión, adquisición, utilización, cultivo o producción ilícitos de drogas sujetas a fiscalización para consumo personal"
7053,"Abandonar en lugar de fácil acceso plantas, semillas u otras",6012,0.5822,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60129,0.5436,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",601,0.5427,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60123,0.5416,Cultivo ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,60121,0.5372,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,60222,0.5333,"Producción, tráfico o distribución ilícitos de productos de tabaco",10032,0.5295,Comercio o posesión de especies animales prohibidas o controladas,1003,0.5291,Comercio o posesión de especies protegidas o prohibidas de la fauna y la flora,1002,0.5232,Actos relacionados con el traslado o vertimiento de desechos,60124,0.5126,Desviación ilícita de precursores no destinados al consumo personal
7054,Suministro de estupefacientes sin consentimiento,601,0.6166,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60121,0.6114,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,6012,0.6105,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",602,0.5957,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",6022,0.5766,"Producción, manipulación, posesión o uso ilícitos de productos de tabaco",60222,0.5727,"Producción, tráfico o distribución ilícitos de productos de tabaco",60122,0.563,Fabricación ilícita de drogas sujetas a fiscalización no destinadas al consumo personal,60129,0.5625,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6021,0.5599,"Producción, manipulación, posesión o uso ilícitos de productos alcohólicos",60124,0.556,Desviación ilícita de precursores no destinados al consumo personal
7098,Otras faltas a la Ley 19.366,602,0.5921,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",601,0.5831,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60121,0.5754,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,6012,0.5666,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60129,0.5564,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",2072,0.5312,Utilización de un vehículo bajo los efectos de sustancias psicoactivas,60222,0.5287,"Producción, tráfico o distribución ilícitos de productos de tabaco",6029,0.5203,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60212,0.5174,"Producción, tráfico o distribución ilícitos de productos alcohólicos",6022,0.5106,"Producción, manipulación, posesión o uso ilícitos de productos de tabaco"
7099,Otros delitos de la Ley 20.000,602,0.5777,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",601,0.5746,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60121,0.5594,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,60129,0.5492,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6012,0.5394,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6029,0.5122,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60229,0.5085,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos de tabaco",6022,0.5063,"Producción, manipulación, posesión o uso ilícitos de productos de tabaco",60222,0.5028,"Producción, tráfico o distribución ilícitos de productos de tabaco",11021,0.502,Delitos en razón de la condición de menor de edad
8001,Delitos contra Ley de Propiedad Industrial,503,0.5527,Delitos contra la propiedad intelectual,509,0.5248,Otros actos contra la propiedad solamente,8042,0.5026,Actos contrarios a disposiciones comerciales o financieras,5049,0.4772,Otros daños a bienes,504,0.4631,Daños a la propiedad,808,0.4484,Actos contrarios al derecho laboral,409,0.4321,Otros actos contra la propiedad que entrañan violencia o amenaza de violencia contra las personas,110132,0.4308,Destrucción o daños ilícitos a la propiedad en relación con conflictos armados,5043,0.426,Daños a bienes comerciales,8063,0.4074,Intención delictiva
8002,Delitos marcarios,503,0.5496,Delitos contra la propiedad intelectual,8042,0.5356,Actos contrarios a disposiciones comerciales o financieras,7022,0.4887,Delitos relacionados con productos falsificados,60229,0.458,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos de tabaco",8063,0.4538,Intención delictiva,601,0.4528,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,602,0.4503,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",6022,0.4496,"Producción, manipulación, posesión o uso ilícitos de productos de tabaco",704,0.4484,Actos relacionados con el producto del delito,60129,0.4431,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal"
8003,Demás delitos contra Ley de Propiedad Industrial,503,0.6115,Delitos contra la propiedad intelectual,8042,0.5085,Actos contrarios a disposiciones comerciales o financieras,509,0.5068,Otros actos contra la propiedad solamente,5049,0.4856,Otros daños a bienes,504,0.4755,Daños a la propiedad,7022,0.4657,Delitos relacionados con productos falsificados,8063,0.4548,Intención delictiva,110132,0.4367,Destrucción o daños ilícitos a la propiedad en relación con conflictos armados,808,0.4289,Actos contrarios al derecho laboral,60129,0.4244,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal"
9001,Delitos contra Ley de Propiedad Intelectual,503,0.6662,Delitos contra la propiedad intelectual,5049,0.5128,Otros daños a bienes,509,0.5067,Otros actos contra la propiedad solamente,8063,0.4763,Intención delictiva,504,0.47,Daños a la propiedad,1109,0.4664,Otros actos delictivos no clasificados en otra parte,8042,0.4629,Actos contrarios a disposiciones comerciales o financieras,704,0.4483,Actos relacionados con el producto del delito,1102,0.4481,Actos contrarios a las leyes u otras disposiciones sobre menores,110132,0.4469,Destrucción o daños ilícitos a la propiedad en relación con conflictos armados
9002,Falsificación de obras protegidas por Ley de Propiedad Intelectual,503,0.6467,Delitos contra la propiedad intelectual,702,0.5478,Falsificación,7023,0.5324,Actos de falsificación de documentos,7022,0.5201,Delitos relacionados con productos falsificados,7029,0.4985,Otros actos de falsificación,601,0.4939,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,6019,0.4922,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,8042,0.4911,Actos contrarios a disposiciones comerciales o financieras,509,0.4884,Otros actos contra la propiedad solamente,704,0.4846,Actos relacionados con el producto del delito
9003,Venta ilícita de obras protegidas por Ley de Propiedad Intelectual,503,0.6497,Delitos contra la propiedad intelectual,7042,0.527,Tráfico ilícito de bienes culturales,509,0.5032,Otros actos contra la propiedad solamente,8042,0.498,Actos contrarios a disposiciones comerciales o financieras,704,0.4877,Actos relacionados con el producto del delito,8063,0.4877,Intención delictiva,8032,0.4806,Actos relacionados con expresiones de creencias y normas sociales controladas,601,0.477,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60121,0.4749,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,1102,0.4639,Actos contrarios a las leyes u otras disposiciones sobre menores
9004,Utilización sin autorización de obras de dominio ajeno por Ley de Propiedad Intelectual,503,0.6766,Delitos contra la propiedad intelectual,509,0.5257,Otros actos contra la propiedad solamente,8042,0.4984,Actos contrarios a disposiciones comerciales o financieras,8032,0.4665,Actos relacionados con expresiones de creencias y normas sociales controladas,601,0.4642,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,1102,0.4636,Actos contrarios a las leyes u otras disposiciones sobre menores,9031,0.4613,Acceso ilícito a sistemas informáticos,90322,0.4605,Injerencia ilícita en datos informáticos,8063,0.4568,Intención delictiva,808,0.4562,Actos contrarios al derecho laboral
9005,"Inducir, permitir, facilitar u ocultar una infracción de los derechos de autor o conexos Art. 81 ter Ley 17.336",503,0.6551,Delitos contra la propiedad intelectual,8063,0.492,Intención delictiva,509,0.4885,Otros actos contra la propiedad solamente,8042,0.4692,Actos contrarios a disposiciones comerciales o financieras,8032,0.4666,Actos relacionados con expresiones de creencias y normas sociales controladas,704,0.4647,Actos relacionados con el producto del delito,803,0.4616,Actos relacionados con la libertad de expresión o el control de la expresión,806,0.4577,Actos contra el sistema de justicia,90322,0.4573,Injerencia ilícita en datos informáticos,501,0.4564,Robo con entrada ilícita
9099,Demás delitos contemplados en la Ley de Propiedad Intelectual,503,0.6994,Delitos contra la propiedad intelectual,509,0.5417,Otros actos contra la propiedad solamente,5049,0.5297,Otros daños a bienes,8063,0.5257,Intención delictiva,1109,0.5099,Otros actos delictivos no clasificados en otra parte,8042,0.499,Actos contrarios a disposiciones comerciales o financieras,704,0.4971,Actos relacionados con el producto del delito,1102,0.4911,Actos contrarios a las leyes u otras disposiciones sobre menores,504,0.489,Daños a la propiedad,7049,0.4718,Otros actos relacionados con el producto del delito
10001,"Posesión, tenencia o porte de armas sujetas a control",9011,0.6628,Posesión o uso de armas y explosivos,901,0.6498,"Actos relacionados con armas, explosivos y otros materiales destructivos",90111,0.6393,Posesión o uso ilícitos de armas de fuego,90112,0.6327,Posesión o uso ilícitos de otras armas o explosivos,90119,0.6081,Otros actos relacionados con posesión o uso de armas y explosivos,9012,0.5844,Tráfico de armas y explosivos,9019,0.5567,Otros actos relacionados con armas y explosivos,90129,0.5536,Otros actos relacionados con el tráfico de armas y explosivos,90121,0.5298,Tráfico de armas de fuego,90122,0.5291,Tráfico de otras armas o explosivos
10004,"Porte ilegal de arma de fuego, municiones y otros sujetas a control",90111,0.6137,Posesión o uso ilícitos de armas de fuego,9011,0.6025,Posesión o uso de armas y explosivos,901,0.5891,"Actos relacionados con armas, explosivos y otros materiales destructivos",90112,0.5747,Posesión o uso ilícitos de otras armas o explosivos,90119,0.5391,Otros actos relacionados con posesión o uso de armas y explosivos,9012,0.5259,Tráfico de armas y explosivos,90121,0.5016,Tráfico de armas de fuego,90129,0.4948,Otros actos relacionados con el tráfico de armas y explosivos,90122,0.4813,Tráfico de otras armas o explosivos,9019,0.4796,Otros actos relacionados con armas y explosivos
10005,Adquisición y venta indebida de cartuchos y municiones. Art. 9 A Ley 17.798,901,0.5986,"Actos relacionados con armas, explosivos y otros materiales destructivos",90111,0.5951,Posesión o uso ilícitos de armas de fuego,9011,0.5794,Posesión o uso de armas y explosivos,90112,0.5596,Posesión o uso ilícitos de otras armas o explosivos,9012,0.5373,Tráfico de armas y explosivos,90119,0.5117,Otros actos relacionados con posesión o uso de armas y explosivos,90121,0.5091,Tráfico de armas de fuego,90129,0.5073,Otros actos relacionados con el tráfico de armas y explosivos,90122,0.4773,Tráfico de otras armas o explosivos,6022,0.4711,"Producción, manipulación, posesión o uso ilícitos de productos de tabaco"
10006,Violación de reserva base de datos s/inscrip.y reg. de arma,90111,0.553,Posesión o uso ilícitos de armas de fuego,9011,0.5467,Posesión o uso de armas y explosivos,90112,0.5317,Posesión o uso ilícitos de otras armas o explosivos,90119,0.5077,Otros actos relacionados con posesión o uso de armas y explosivos,901,0.4958,"Actos relacionados con armas, explosivos y otros materiales destructivos",9032,0.4867,Injerencia ilícita en sistemas o datos informáticos,90322,0.4736,Injerencia ilícita en datos informáticos,9019,0.4654,Otros actos relacionados con armas y explosivos,903,0.4646,Actos contra sistemas informáticos,90321,0.4531,Injerencia ilícita en sistemas informáticos
10007,Abandono de armas o elementos sujetas a control,90111,0.543,Posesión o uso ilícitos de armas de fuego,9011,0.5425,Posesión o uso de armas y explosivos,901,0.5356,"Actos relacionados con armas, explosivos y otros materiales destructivos",90112,0.5184,Posesión o uso ilícitos de otras armas o explosivos,90119,0.5144,Otros actos relacionados con posesión o uso de armas y explosivos,8063,0.4687,Intención delictiva,8032,0.4679,Actos relacionados con expresiones de creencias y normas sociales controladas,9012,0.4588,Tráfico de armas y explosivos,90129,0.4546,Otros actos relacionados con el tráfico de armas y explosivos,2022,0.45,Privación de libertad
10008,Porte de arma prohibida,90111,0.6562,Posesión o uso ilícitos de armas de fuego,901,0.6408,"Actos relacionados con armas, explosivos y otros materiales destructivos",9011,0.6358,Posesión o uso de armas y explosivos,90119,0.6069,Otros actos relacionados con posesión o uso de armas y explosivos,90112,0.6038,Posesión o uso ilícitos de otras armas o explosivos,9012,0.5668,Tráfico de armas y explosivos,90129,0.5661,Otros actos relacionados con el tráfico de armas y explosivos,9019,0.5587,Otros actos relacionados con armas y explosivos,90121,0.5369,Tráfico de armas de fuego,90122,0.5234,Tráfico de otras armas o explosivos
10009,Posesión o tenencia de armas prohibidas,90111,0.672,Posesión o uso ilícitos de armas de fuego,9011,0.6604,Posesión o uso de armas y explosivos,901,0.6514,"Actos relacionados con armas, explosivos y otros materiales destructivos",90112,0.6268,Posesión o uso ilícitos de otras armas o explosivos,90119,0.6215,Otros actos relacionados con posesión o uso de armas y explosivos,9012,0.5587,Tráfico de armas y explosivos,9019,0.5572,Otros actos relacionados con armas y explosivos,90129,0.5518,Otros actos relacionados con el tráfico de armas y explosivos,90121,0.5277,Tráfico de armas de fuego,90122,0.5182,Tráfico de otras armas o explosivos
10010,Tráfico de armas,901,0.6622,"Actos relacionados con armas, explosivos y otros materiales destructivos",9012,0.6505,Tráfico de armas y explosivos,90129,0.6197,Otros actos relacionados con el tráfico de armas y explosivos,90122,0.5994,Tráfico de otras armas o explosivos,90121,0.5824,Tráfico de armas de fuego,90111,0.5672,Posesión o uso ilícitos de armas de fuego,9011,0.5609,Posesión o uso de armas y explosivos,90112,0.5484,Posesión o uso ilícitos de otras armas o explosivos,6012,0.5451,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6022,0.5377,"Producción, manipulación, posesión o uso ilícitos de productos de tabaco"
10011,"Posesión, tenencia o porte de municiones y sustancias químicas",9011,0.6282,Posesión o uso de armas y explosivos,901,0.6215,"Actos relacionados con armas, explosivos y otros materiales destructivos",90112,0.6016,Posesión o uso ilícitos de otras armas o explosivos,9012,0.5801,Tráfico de armas y explosivos,90111,0.5782,Posesión o uso ilícitos de armas de fuego,90119,0.569,Otros actos relacionados con posesión o uso de armas y explosivos,90129,0.5474,Otros actos relacionados con el tráfico de armas y explosivos,90122,0.5291,Tráfico de otras armas o explosivos,9019,0.5282,Otros actos relacionados con armas y explosivos,90121,0.5036,Tráfico de armas de fuego
10012,"Porte de arma de guerra, química, biológica o nuclear",901,0.579,"Actos relacionados con armas, explosivos y otros materiales destructivos",9011,0.5662,Posesión o uso de armas y explosivos,90119,0.5384,Otros actos relacionados con posesión o uso de armas y explosivos,90129,0.536,Otros actos relacionados con el tráfico de armas y explosivos,9012,0.5345,Tráfico de armas y explosivos,90112,0.5345,Posesión o uso ilícitos de otras armas o explosivos,11013,0.528,Crímenes de guerra,90111,0.5261,Posesión o uso ilícitos de armas de fuego,110131,0.5255,Homicidio o tentativa de causar la muerte o lesiones graves de forma ilícita en conflictos armados,107,0.5195,Homicidio ilícito relacionado con conflictos armados
10013,"Posesión o tenencia de armas de guerra, química, biológica o nuclear",901,0.5798,"Actos relacionados con armas, explosivos y otros materiales destructivos",9011,0.5784,Posesión o uso de armas y explosivos,90119,0.5457,Otros actos relacionados con posesión o uso de armas y explosivos,90112,0.5445,Posesión o uso ilícitos de otras armas o explosivos,90111,0.5428,Posesión o uso ilícitos de armas de fuego,11013,0.5285,Crímenes de guerra,9012,0.5213,Tráfico de armas y explosivos,90129,0.5188,Otros actos relacionados con el tráfico de armas y explosivos,107,0.516,Homicidio ilícito relacionado con conflictos armados,110131,0.5144,Homicidio o tentativa de causar la muerte o lesiones graves de forma ilícita en conflictos armados
10014,Entrega o puesta a disposición de armas a menores,90111,0.5773,Posesión o uso ilícitos de armas de fuego,901,0.5713,"Actos relacionados con armas, explosivos y otros materiales destructivos",9011,0.5603,Posesión o uso de armas y explosivos,90112,0.5421,Posesión o uso ilícitos de otras armas o explosivos,90119,0.5286,Otros actos relacionados con posesión o uso de armas y explosivos,9012,0.5226,Tráfico de armas y explosivos,30221,0.5174,Pornografía infantil,9019,0.5039,Otros actos relacionados con armas y explosivos,90129,0.5001,Otros actos relacionados con el tráfico de armas y explosivos,11021,0.499,Delitos en razón de la condición de menor de edad
10015,Colocación de bomba o artefacto,901,0.6299,"Actos relacionados con armas, explosivos y otros materiales destructivos",90119,0.6149,Otros actos relacionados con posesión o uso de armas y explosivos,9011,0.6111,Posesión o uso de armas y explosivos,9019,0.5962,Otros actos relacionados con armas y explosivos,90112,0.5961,Posesión o uso ilícitos de otras armas o explosivos,90129,0.5954,Otros actos relacionados con el tráfico de armas y explosivos,9012,0.5915,Tráfico de armas y explosivos,90111,0.5471,Posesión o uso ilícitos de armas de fuego,90122,0.5434,Tráfico de otras armas o explosivos,90113,0.526,"Posesión o uso ilícitos de materiales químicos, biológicos o radiactivos"
10016,Disparos injustificados en la vía pública,8011,0.5685,Delitos relacionados con la alteración violenta del orden público,90111,0.5545,Posesión o uso ilícitos de armas de fuego,9011,0.5235,Posesión o uso de armas y explosivos,90112,0.5213,Posesión o uso ilícitos de otras armas o explosivos,907,0.5194,Infracciones de tráfico no lesivas,8063,0.5181,Intención delictiva,901,0.5152,"Actos relacionados con armas, explosivos y otros materiales destructivos",90119,0.5108,Otros actos relacionados con posesión o uso de armas y explosivos,90129,0.5096,Otros actos relacionados con el tráfico de armas y explosivos,9019,0.5093,Otros actos relacionados con armas y explosivos
10017,"Organizar, pertenecer, financiar o colaborar con milicias privadas",908,0.5489,Otros actos contra la seguridad pública y la seguridad del Estado,905,0.5473,Actos relacionados con grupos delictivos organizados,8063,0.5273,Intención delictiva,9051,0.5117,Participación en un grupo delictivo organizado,9059,0.501,Otros actos relacionados con grupos delictivos organizados,906,0.4991,Terrorismo,107,0.4966,Homicidio ilícito relacionado con conflictos armados,9061,0.4795,Participación en un grupo terrorista,8011,0.4776,Delitos relacionados con la alteración violenta del orden público,9069,0.4757,Otros actos relacionados con las actividades de un grupo terrorista
