cnp_codigo,cnp_glosa,top1_codigo,top1_score,top1_glosa,top2_codigo,top2_score,top2_glosa,top3_codigo,top3_score,top3_glosa,top4_codigo,top4_score,top4_glosa,top5_codigo,top5_score,top5_glosa,top6_codigo,top6_score,top6_glosa,top7_codigo,top7_score,top7_glosa,top8_codigo,top8_score,top8_glosa,top9_codigo,top9_score,top9_glosa,top10_codigo,top10_score,top10_glosa
7013,Lavado de dinero,60121,0.4686,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,6012,0.3592,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60129,0.358,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60212,0.2999,"Producción, tráfico o distribución ilícitos de productos alcohólicos",60222,0.2724,"Producción, tráfico o distribución ilícitos de productos de tabaco",601,0.2704,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,6029,0.2451,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60124,0.2279,Desviación ilícita de precursores no destinados al consumo personal,60219,0.2272,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos",60229,0.2083,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos de tabaco"
7014,Asociaciones ilícitas Ley de Drogas,60121,0.3048,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,6019,0.2841,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,601,0.2338,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,6012,0.2312,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60129,0.2153,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6029,0.1836,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60122,0.1755,Fabricación ilícita de drogas sujetas a fiscalización no destinadas al consumo personal,60112,0.1637,Cultivo o producción ilícitos de drogas sujetas a fiscalización para consumo personal,60219,0.1565,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos",60123,0.1394,Cultivo ilícito de drogas sujetas a fiscalización no destinadas al consumo personal
7030,Desvío ilícito de precursores y sustancias esenciales Art. 3 Ley 20.000,60124,0.9306,Desviación ilícita de precursores no destinados al consumo personal,6012,0.7864,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6019,0.7578,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60129,0.7474,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60121,0.7303,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,601,0.703,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,6029,0.2192,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60212,0.1825,"Producción, tráfico o distribución ilícitos de productos alcohólicos",60219,0.1161,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos",60222,0.1082,"Producción, tráfico o distribución ilícitos de productos de tabaco"
7031,Producción y tráfico por desvío de precursores,60124,0.8169,Desviación ilícita de precursores no destinados al consumo personal,6012,0.7685,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60129,0.64,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",601,0.4123,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,6019,0.3815,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60222,0.3726,"Producción, tráfico o distribución ilícitos de productos de tabaco",60212,0.3216,"Producción, tráfico o distribución ilícitos de productos alcohólicos",60229,0.2898,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos de tabaco",60219,0.2873,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos",90129,0.2727,Otros actos relacionados con el tráfico de armas y explosivos
7032,Suministro indebido de drogas,60121,0.0834,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,6012,0.0702,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6019,0.0666,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60212,0.0479,"Producción, tráfico o distribución ilícitos de productos alcohólicos",601,0.0476,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60129,0.0393,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60111,0.0387,"Posesión, adquisición o uso ilícitos de drogas sujetas a fiscalización para consumo personal",6029,0.0365,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60219,0.035,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos",6021,0.0319,"Producción, manipulación, posesión o uso ilícitos de productos alcohólicos"
7033,"Prescripción médica abusiva de drogas, estupefacientes o sicotrópicas",6019,0.1953,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60121,0.1109,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,601,0.11,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,6029,0.101,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",6012,0.0998,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",609,0.092,Otros actos relacionados con drogas sujetas a fiscalización u otras sustancias psicoactivas,60111,0.0823,"Posesión, adquisición o uso ilícitos de drogas sujetas a fiscalización para consumo personal",60211,0.0728,Posesión o uso ilícitos de productos alcohólicos,602,0.0703,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60129,0.0632,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal"
7034,Suministro de hidrocarburos aromáticos a menores,1102,0.0131,Actos contrarios a las leyes u otras disposiciones sobre menores,11021,0.0055,Delitos en razón de la condición de menor de edad,6029,0.0023,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",6021,0.0022,"Producción, manipulación, posesión o uso ilícitos de productos alcohólicos",602,0.0014,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",90123,0.0014,"Tráfico de materiales químicos, biológicos o radiactivos",20729,0.0013,Utilización de un vehículo bajo los efectos de otras sustancias psicoactivas,60212,0.0013,"Producción, tráfico o distribución ilícitos de productos alcohólicos",60219,0.0013,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos",6022,0.0012,"Producción, manipulación, posesión o uso ilícitos de productos de tabaco"
7035,Consumo de drogas (art. 41),60121,0.8274,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,6012,0.7516,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",601,0.653,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60129,0.6357,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60111,0.6044,"Posesión, adquisición o uso ilícitos de drogas sujetas a fiscalización para consumo personal",60124,0.5762,Desviación ilícita de precursores no destinados al consumo personal,60219,0.5454,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos",6021,0.5393,"Producción, manipulación, posesión o uso ilícitos de productos alcohólicos",6029,0.5344,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60212,0.5296,"Producción, tráfico o distribución ilícitos de productos alcohólicos"
7036,Porte de drogas,60121,0.727,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,6012,0.6017,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60124,0.5761,Desviación ilícita de precursores no destinados al consumo personal,601,0.4918,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60212,0.4687,"Producción, tráfico o distribución ilícitos de productos alcohólicos",60129,0.3887,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60219,0.3687,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos",60222,0.3661,"Producción, tráfico o distribución ilícitos de productos de tabaco",60229,0.3292,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos de tabaco",6029,0.3017,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización"
7037,Microtráfico (tráfico de pequeñas cantidades),90129,0.1099,Otros actos relacionados con el tráfico de armas y explosivos,60129,0.0895,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",90123,0.0771,"Tráfico de materiales químicos, biológicos o radiactivos",60222,0.0768,"Producción, tráfico o distribución ilícitos de productos de tabaco",6012,0.0706,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",601,0.0677,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60212,0.0619,"Producción, tráfico o distribución ilícitos de productos alcohólicos",60121,0.0524,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,60124,0.0479,Desviación ilícita de precursores no destinados al consumo personal,6029,0.0415,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización"
7038,Consumo o porte en lugares públicos o privados con previo concierto,60221,0.1364,Posesión o uso ilícitos de productos de tabaco,60211,0.0904,Posesión o uso ilícitos de productos alcohólicos,6029,0.0852,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",601,0.075,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60219,0.0711,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos",60129,0.0695,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60111,0.0661,"Posesión, adquisición o uso ilícitos de drogas sujetas a fiscalización para consumo personal",6012,0.0592,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",602,0.0575,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60229,0.0542,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos de tabaco"
7039,Consumo o porte de drogas en lugares calificados,60111,0.1693,"Posesión, adquisición o uso ilícitos de drogas sujetas a fiscalización para consumo personal",6019,0.1555,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,6012,0.1328,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60221,0.1129,Posesión o uso ilícitos de productos de tabaco,60121,0.1052,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,6011,0.1049,"Posesión, adquisición, utilización, cultivo o producción ilícitos de drogas sujetas a fiscalización para consumo personal",601,0.1019,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60129,0.0944,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6029,0.0905,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",609,0.0894,Otros actos relacionados con drogas sujetas a fiscalización u otras sustancias psicoactivas
7042,Facilitación de bienes al tráfico de drogas,60121,0.3001,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,6012,0.2219,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60129,0.1741,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",601,0.1572,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,6019,0.1296,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60222,0.0761,"Producción, tráfico o distribución ilícitos de productos de tabaco",6022,0.0705,"Producción, manipulación, posesión o uso ilícitos de productos de tabaco",60229,0.0704,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos de tabaco",602,0.0692,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60124,0.0655,Desviación ilícita de precursores no destinados al consumo personal
7043,Tolerancia al tráfico o consumo de drogas,6012,0.1599,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60121,0.154,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,6029,0.1264,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60129,0.1003,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60219,0.0897,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos",601,0.0869,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60212,0.0799,"Producción, tráfico o distribución ilícitos de productos alcohólicos",60111,0.0779,"Posesión, adquisición o uso ilícitos de drogas sujetas a fiscalización para consumo personal",60229,0.0531,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos de tabaco",6011,0.052,"Posesión, adquisición, utilización, cultivo o producción ilícitos de drogas sujetas a fiscalización para consumo personal"
7044,Tráfico de especies vegetales,100312,0.3626,Tráfico transfronterizo de especies protegidas,100311,0.313,Comercio o posesión de especies protegidas dentro de las fronteras nacionales,1003,0.211,Comercio o posesión de especies protegidas o prohibidas de la fauna y la flora,10031,0.178,Comercio o posesión de especies protegidas de fauna y flora silvestres,10039,0.16,Otras formas de comercio o posesión de especies protegidas o prohibidas de la fauna y la flora,10032,0.116,Comercio o posesión de especies animales prohibidas o controladas,90123,0.0268,"Tráfico de materiales químicos, biológicos o radiactivos",6012,0.0158,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",7042,0.0151,Tráfico ilícito de bienes culturales,60129,0.013,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal"
7045,Omisión de denunciar por funcionario público,703,0.022,Corrupción,7034,0.0181,Tráfico de influencias,11021,0.0092,Delitos en razón de la condición de menor de edad,7049,0.008,Otros actos relacionados con el producto del delito,60121,0.0062,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,6012,0.0052,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",806,0.0047,Actos contra el sistema de justicia,704,0.0046,Actos relacionados con el producto del delito,907,0.0044,Infracciones de tráfico no lesivas,601,0.004,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización
7046,Delitos cometidos por personal militar y gente de mar,60121,0.1342,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,601,0.116,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60111,0.1091,"Posesión, adquisición o uso ilícitos de drogas sujetas a fiscalización para consumo personal",6029,0.0951,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",6012,0.0922,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6019,0.091,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60211,0.0902,Posesión o uso ilícitos de productos alcohólicos,602,0.0871,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60129,0.0682,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6021,0.064,"Producción, manipulación, posesión o uso ilícitos de productos alcohólicos"
7047,Conspiración de Ley 20.000,8064,0.4619,Conspiración,60121,0.0291,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,6012,0.0176,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",11021,0.0174,Delitos en razón de la condición de menor de edad,704,0.013,Actos relacionados con el producto del delito,60124,0.0117,Desviación ilícita de precursores no destinados al consumo personal,6029,0.01,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",601,0.0093,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,8063,0.0091,Intención delictiva,6019,0.0087,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización
7048,"Negativa injustificada de notarios, conservadores y archiveros a entregar copia de instrumentos y datos",7023,0.0626,Actos de falsificación de documentos,704,0.0223,Actos relacionados con el producto del delito,7049,0.0216,Otros actos relacionados con el producto del delito,702,0.0157,Falsificación,90322,0.0147,Injerencia ilícita en datos informáticos,60121,0.0126,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,806,0.0098,Actos contra el sistema de justicia,6029,0.0092,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60129,0.0087,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6019,0.0069,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización
7049,Difusión de identidad de testigos protegidos,8061,0.003,Obstrucción de la justicia,60121,0.0028,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,701,0.0027,Fraude,702,0.0025,Falsificación,704,0.0024,Actos relacionados con el producto del delito,7034,0.002,Tráfico de influencias,6019,0.0019,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60129,0.0019,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6012,0.0018,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6029,0.0016,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización"
7050,Uso malicioso de identidad anterior,701,0.0035,Fraude,60121,0.0033,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,7049,0.0028,Otros actos relacionados con el producto del delito,7019,0.0025,Otros actos de fraude,6012,0.0019,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",7023,0.0019,Actos de falsificación de documentos,704,0.0017,Actos relacionados con el producto del delito,702,0.0016,Falsificación,60111,0.0015,"Posesión, adquisición o uso ilícitos de drogas sujetas a fiscalización para consumo personal",60124,0.0015,Desviación ilícita de precursores no destinados al consumo personal
7051,"Violación de secreto parcial de la investigación y de la identidad de agentes encubiertos, agentes reveladores, etc.",904,0.0385,Actos contra la seguridad del Estado,7049,0.0226,Otros actos relacionados con el producto del delito,704,0.0183,Actos relacionados con el producto del delito,602,0.0018,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",2022,0.0018,Privación de libertad,60129,0.0014,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",20221,0.0014,Secuestro,905,0.0012,Actos relacionados con grupos delictivos organizados,8063,0.0011,Intención delictiva,20222,0.001,Retención ilegal
7052,Violación del secreto absoluto de la investigación,704,0.0041,Actos relacionados con el producto del delito,2022,0.0026,Privación de libertad,60212,0.0016,"Producción, tráfico o distribución ilícitos de productos alcohólicos",90322,0.0012,Injerencia ilícita en datos informáticos,6019,0.0012,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,9032,0.0011,Injerencia ilícita en sistemas o datos informáticos,6029,0.0011,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",601,0.0008,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,90129,0.0008,Otros actos relacionados con el tráfico de armas y explosivos,602,0.0008,"Actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización"
7053,"Abandonar en lugar de fácil acceso plantas, semillas u otras",10031,0.0079,Comercio o posesión de especies protegidas de fauna y flora silvestres,100311,0.0061,Comercio o posesión de especies protegidas dentro de las fronteras nacionales,1003,0.0052,Comercio o posesión de especies protegidas o prohibidas de la fauna y la flora,10032,0.0028,Comercio o posesión de especies animales prohibidas o controladas,60129,0.0025,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",6012,0.0016,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60222,0.0007,"Producción, tráfico o distribución ilícitos de productos de tabaco",6022,0.0007,"Producción, manipulación, posesión o uso ilícitos de productos de tabaco",90113,0.0007,"Posesión o uso ilícitos de materiales químicos, biológicos o radiactivos",2071,0.0007,Actos que ponen en peligro la salud
7054,Suministro de estupefacientes sin consentimiento,6012,0.0866,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60129,0.0786,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",601,0.0701,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,6029,0.0612,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",6019,0.0548,Otros actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,6021,0.0545,"Producción, manipulación, posesión o uso ilícitos de productos alcohólicos",60219,0.0513,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos",60121,0.0448,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,60111,0.0424,"Posesión, adquisición o uso ilícitos de drogas sujetas a fiscalización para consumo personal",60212,0.0401,"Producción, tráfico o distribución ilícitos de productos alcohólicos"
7098,Otras faltas a la Ley 19.366,60121,0.7371,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,60129,0.6943,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60212,0.6859,"Producción, tráfico o distribución ilícitos de productos alcohólicos",60222,0.6658,"Producción, tráfico o distribución ilícitos de productos de tabaco",601,0.6037,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60219,0.5649,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos",6029,0.5458,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",6012,0.5295,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60124,0.4933,Desviación ilícita de precursores no destinados al consumo personal,6022,0.4827,"Producción, manipulación, posesión o uso ilícitos de productos de tabaco"
7099,Otros delitos de la Ley 20.000,60121,0.8274,Tráfico ilícito de drogas sujetas a fiscalización no destinadas al consumo personal,601,0.7634,Actos ilícitos relacionados con drogas o precursores sujetos a fiscalización,60129,0.7572,"Otros actos ilícitos de tráfico, cultivo o producción de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60219,0.7216,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos alcohólicos",6012,0.7109,"Tráfico, cultivo o producción ilícitos de drogas o precursores sujetos a fiscalización no destinados al consumo personal",60212,0.7054,"Producción, tráfico o distribución ilícitos de productos alcohólicos",6029,0.6608,"Otros actos ilícitos relacionados con bebidas alcohólicas, tabaco u otras sustancias sujetas a fiscalización",60229,0.6341,"Otros actos ilícitos de producción, manipulación, posesión o uso de productos de tabaco",6021,0.6299,"Producción, manipulación, posesión o uso ilícitos de productos alcohólicos",60124,0.6235,Desviación ilícita de precursores no destinados al consumo personal
8001,Delitos contra Ley de Propiedad Industrial,503,0.8842,Delitos contra la propiedad intelectual,8042,0.3204,Actos contrarios a disposiciones comerciales o financieras,502,0.2964,Hurto,504,0.2698,Daños a la propiedad,5023,0.2295,Hurto de bienes comerciales,50239,0.202,Otras formas de hurto de bienes comerciales,401,0.1963,Robo,808,0.1941,Actos contrarios al derecho laboral,501,0.1561,Robo con entrada ilícita,509,0.1364,Otros actos contra la propiedad solamente
8002,Delitos marcarios,503,0.4689,Delitos contra la propiedad intelectual,7022,0.3113,Delitos relacionados con productos falsificados,8042,0.1056,Actos contrarios a disposiciones comerciales o financieras,7049,0.0251,Otros actos relacionados con el producto del delito,5043,0.0174,Daños a bienes comerciales,50239,0.017,Otras formas de hurto de bienes comerciales,704,0.0129,Actos relacionados con el producto del delito,502,0.0078,Hurto,110132,0.0075,Destrucción o daños ilícitos a la propiedad en relación con conflictos armados,509,0.0067,Otros actos contra la propiedad solamente
8003,Demás delitos contra Ley de Propiedad Industrial,503,0.8097,Delitos contra la propiedad intelectual,509,0.4063,Otros actos contra la propiedad solamente,502,0.2667,Hurto,8042,0.2439,Actos contrarios a disposiciones comerciales o financieras,504,0.2154,Daños a la propiedad,7022,0.2133,Delitos relacionados con productos falsificados,5043,0.1577,Daños a bienes comerciales,5049,0.1396,Otros daños a bienes,7049,0.1313,Otros actos relacionados con el producto del delito,401,0.0982,Robo
9001,Delitos contra Ley de Propiedad Intelectual,503,0.9981,Delitos contra la propiedad intelectual,502,0.6315,Hurto,7049,0.5505,Otros actos relacionados con el producto del delito,7042,0.5416,Tráfico ilícito de bienes culturales,401,0.5248,Robo,509,0.4682,Otros actos contra la propiedad solamente,8042,0.4237,Actos contrarios a disposiciones comerciales o financieras,504,0.3995,Daños a la propiedad,5019,0.2947,Otros actos de robo con entrada ilícita,704,0.2817,Actos relacionados con el producto del delito
9002,Falsificación de obras protegidas por Ley de Propiedad Intelectual,503,0.7712,Delitos contra la propiedad intelectual,702,0.6863,Falsificación,7029,0.5923,Otros actos de falsificación,7021,0.2244,Falsificación de medios de pago,70211,0.22,Falsificación de medios de pago en efectivo,7023,0.1615,Actos de falsificación de documentos,7042,0.0596,Tráfico ilícito de bienes culturales,7022,0.0475,Delitos relacionados con productos falsificados,709,0.0473,"Otros actos que conllevan fraude, engaño o corrupción",7019,0.0393,Otros actos de fraude
9003,Venta ilícita de obras protegidas por Ley de Propiedad Intelectual,503,0.7613,Delitos contra la propiedad intelectual,7042,0.3388,Tráfico ilícito de bienes culturales,509,0.1242,Otros actos contra la propiedad solamente,502,0.1117,Hurto,7049,0.0385,Otros actos relacionados con el producto del delito,5019,0.0336,Otros actos de robo con entrada ilícita,110132,0.0247,Destrucción o daños ilícitos a la propiedad en relación con conflictos armados,401,0.0184,Robo,704,0.0168,Actos relacionados con el producto del delito,1102,0.0157,Actos contrarios a las leyes u otras disposiciones sobre menores
9004,Utilización sin autorización de obras de dominio ajeno por Ley de Propiedad Intelectual,503,0.4252,Delitos contra la propiedad intelectual,9031,0.142,Acceso ilícito a sistemas informáticos,90322,0.0842,Injerencia ilícita en datos informáticos,9032,0.0525,Injerencia ilícita en sistemas o datos informáticos,502,0.0474,Hurto,509,0.0398,Otros actos contra la propiedad solamente,8042,0.0162,Actos contrarios a disposiciones comerciales o financieras,501,0.012,Robo con entrada ilícita,1101,0.0117,Actos bajo jurisdicción universal,803,0.0069,Actos relacionados con la libertad de expresión o el control de la expresión
9005,"Inducir, permitir, facilitar u ocultar una infracción de los derechos de autor o conexos Art. 81 ter Ley 17.336",503,0.3939,Delitos contra la propiedad intelectual,502,0.0468,Hurto,8063,0.0219,Intención delictiva,803,0.021,Actos relacionados con la libertad de expresión o el control de la expresión,8031,0.0192,Actos contra la libertad de expresión,90322,0.0182,Injerencia ilícita en datos informáticos,8061,0.0153,Obstrucción de la justicia,401,0.0147,Robo,704,0.0146,Actos relacionados con el producto del delito,9032,0.0137,Injerencia ilícita en sistemas o datos informáticos
